S,I,R
1.445e+05,1.7428e+05,6.8122e+05
1.4339e+05,1.7394e+05,6.8268e+05
1.4228e+05,1.736e+05,6.8412e+05
1.4118e+05,1.7325e+05,6.8557e+05
1.4009e+05,1.729e+05,6.8701e+05
1.39e+05,1.7255e+05,6.8845e+05
1.3792e+05,1.722e+05,6.8989e+05
1.3684e+05,1.7184e+05,6.9132e+05
1.3577e+05,1.7148e+05,6.9275e+05
1.347e+05,1.7112e+05,6.9418e+05
1.3364e+05,1.7075e+05,6.956e+05
1.3259e+05,1.7039e+05,6.9702e+05
1.3154e+05,1.7002e+05,6.9844e+05
1.305e+05,1.6965e+05,6.9986e+05
1.2946e+05,1.6927e+05,7.0127e+05
1.2843e+05,1.6889e+05,7.0268e+05
1.274e+05,1.6851e+05,7.0408e+05
1.2638e+05,1.6813e+05,7.0549e+05
1.2537e+05,1.6775e+05,7.0689e+05
1.2436e+05,1.6736e+05,7.0828e+05
1.2336e+05,1.6697e+05,7.0968e+05
1.2236e+05,1.6658e+05,7.1107e+05
1.2137e+05,1.6618e+05,7.1245e+05
1.2038e+05,1.6578e+05,7.1384e+05
1.194e+05,1.6538e+05,7.1522e+05
1.1842e+05,1.6498e+05,7.1659e+05
1.1746e+05,1.6458e+05,7.1797e+05
1.1649e+05,1.6417e+05,7.1934e+05
1.1553e+05,1.6376e+05,7.207e+05
1.1458e+05,1.6335e+05,7.2206e+05
1.1363e+05,1.6294e+05,7.2342e+05
1.1269e+05,1.6253e+05,7.2478e+05
1.1176e+05,1.6211e+05,7.2613e+05
1.1083e+05,1.6169e+05,7.2748e+05
1.099e+05,1.6127e+05,7.2883e+05
1.0898e+05,1.6085e+05,7.3017e+05
1.0807e+05,1.6042e+05,7.3151e+05
1.0716e+05,1.5999e+05,7.3284e+05
1.0626e+05,1.5956e+05,7.3418e+05
1.0536e+05,1.5913e+05,7.355e+05
1.0447e+05,1.587e+05,7.3683e+05
1.0359e+05,1.5826e+05,7.3815e+05
1.0271e+05,1.5783e+05,7.3947e+05
1.0183e+05,1.5739e+05,7.4078e+05
1.0096e+05,1.5695e+05,7.4209e+05
1.001e+05,1.5651e+05,7.4339e+05
99242,1.5606e+05,7.447e+05
98390,1.5562e+05,7.46e+05
97543,1.5517e+05,7.4729e+05
96701,1.5472e+05,7.4858e+05
95864,1.5427e+05,7.4987e+05
95033,1.5381e+05,7.5115e+05
94208,1.5336e+05,7.5243e+05
93388,1.529e+05,7.5371e+05
92573,1.5245e+05,7.5498e+05
91763,1.5199e+05,7.5625e+05
90959,1.5153e+05,7.5751e+05
90160,1.5107e+05,7.5877e+05
89367,1.506e+05,7.6003e+05
88579,1.5014e+05,7.6128e+05
87796,1.4967e+05,7.6253e+05
87018,1.492e+05,7.6378e+05
86246,1.4873e+05,7.6502e+05
85479,1.4826e+05,7.6626e+05
84717,1.4779e+05,7.6749e+05
83960,1.4732e+05,7.6872e+05
83208,1.4684e+05,7.6995e+05
82462,1.4637e+05,7.7117e+05
81721,1.4589e+05,7.7239e+05
80985,1.4541e+05,7.736e+05
80254,1.4494e+05,7.7481e+05
79528,1.4446e+05,7.7602e+05
78808,1.4397e+05,7.7722e+05
78092,1.4349e+05,7.7842e+05
77381,1.4301e+05,7.7961e+05
76676,1.4253e+05,7.808e+05
75975,1.4204e+05,7.8198e+05
75280,1.4155e+05,7.8317e+05
74590,1.4107e+05,7.8434e+05
73904,1.4058e+05,7.8552e+05
73223,1.4009e+05,7.8669e+05
72548,1.396e+05,7.8785e+05
71877,1.3911e+05,7.8901e+05
71211,1.3862e+05,7.9017e+05
70550,1.3813e+05,7.9132e+05
69894,1.3763e+05,7.9247e+05
69243,1.3714e+05,7.9362e+05
68597,1.3664e+05,7.9476e+05
67955,1.3615e+05,7.959e+05
67318,1.3565e+05,7.9703e+05
66686,1.3516e+05,7.9816e+05
66059,1.3466e+05,7.9928e+05
65437,1.3416e+05,8.004e+05
64819,1.3367e+05,8.0152e+05
64206,1.3317e+05,8.0263e+05
63597,1.3267e+05,8.0374e+05
62993,1.3217e+05,8.0484e+05
62394,1.3167e+05,8.0594e+05
61799,1.3117e+05,8.0703e+05
61209,1.3067e+05,8.0812e+05
60624,1.3016e+05,8.0921e+05
60043,1.2966e+05,8.1029e+05
59467,1.2916e+05,8.1137e+05
58895,1.2866e+05,8.1245e+05
58327,1.2816e+05,8.1352e+05
57764,1.2765e+05,8.1458e+05
57206,1.2715e+05,8.1564e+05
56651,1.2665e+05,8.167e+05
56102,1.2614e+05,8.1776e+05
55556,1.2564e+05,8.188e+05
55015,1.2514e+05,8.1985e+05
54479,1.2463e+05,8.2089e+05
53946,1.2413e+05,8.2193e+05
53418,1.2362e+05,8.2296e+05
52894,1.2312e+05,8.2399e+05
52375,1.2261e+05,8.2501e+05
51859,1.2211e+05,8.2603e+05
51348,1.2161e+05,8.2705e+05
50841,1.211e+05,8.2806e+05
50338,1.206e+05,8.2906e+05
49840,1.2009e+05,8.3007e+05
49345,1.1959e+05,8.3107e+05
48855,1.1909e+05,8.3206e+05
48368,1.1858e+05,8.3305e+05
47886,1.1808e+05,8.3404e+05
47407,1.1757e+05,8.3502e+05
46933,1.1707e+05,8.36e+05
46463,1.1657e+05,8.3697e+05
45996,1.1607e+05,8.3794e+05
45534,1.1556e+05,8.389e+05
45075,1.1506e+05,8.3986e+05
44620,1.1456e+05,8.4082e+05
44169,1.1406e+05,8.4177e+05
43722,1.1356e+05,8.4272e+05
43279,1.1305e+05,8.4367e+05
42840,1.1255e+05,8.4461e+05
42404,1.1205e+05,8.4554e+05
41972,1.1155e+05,8.4647e+05
41544,1.1105e+05,8.474e+05
41119,1.1056e+05,8.4833e+05
40699,1.1006e+05,8.4924e+05
40282,1.0956e+05,8.5016e+05
39868,1.0906e+05,8.5107e+05
39458,1.0856e+05,8.5198e+05
39052,1.0807e+05,8.5288e+05
38649,1.0757e+05,8.5378e+05
38250,1.0708e+05,8.5467e+05
37854,1.0658e+05,8.5556e+05
37462,1.0609e+05,8.5645e+05
37074,1.056e+05,8.5733e+05
36688,1.051e+05,8.5821e+05
36307,1.0461e+05,8.5908e+05
35928,1.0412e+05,8.5995e+05
35553,1.0363e+05,8.6082e+05
35182,1.0314e+05,8.6168e+05
34814,1.0265e+05,8.6254e+05
34449,1.0216e+05,8.6339e+05
34087,1.0167e+05,8.6424e+05
33729,1.0119e+05,8.6509e+05
33374,1.007e+05,8.6593e+05
33022,1.0021e+05,8.6676e+05
32673,99730,8.676e+05
32328,99247,8.6843e+05
31985,98764,8.6925e+05
31646,98282,8.7007e+05
31310,97801,8.7089e+05
30978,97321,8.717e+05
30648,96842,8.7251e+05
30321,96363,8.7332e+05
29997,95886,8.7412e+05
29677,95410,8.7491e+05
29359,94934,8.7571e+05
29044,94460,8.765e+05
28732,93986,8.7728e+05
28424,93514,8.7806e+05
28118,93042,8.7884e+05
27815,92572,8.7961e+05
27515,92103,8.8038e+05
27217,91635,8.8115e+05
26923,91167,8.8191e+05
26631,90701,8.8267e+05
26342,90236,8.8342e+05
26056,89772,8.8417e+05
25773,89310,8.8492e+05
25492,88848,8.8566e+05
25214,88387,8.864e+05
24939,87928,8.8713e+05
24666,87470,8.8786e+05
24396,87013,8.8859e+05
24129,86557,8.8931e+05
23864,86102,8.9003e+05
23602,85649,8.9075e+05
23342,85197,8.9146e+05
23085,84746,8.9217e+05
22831,84296,8.9287e+05
22578,83847,8.9357e+05
22329,83400,8.9427e+05
22082,82954,8.9496e+05
21837,82509,8.9565e+05
21595,82066,8.9634e+05
21355,81624,8.9702e+05
21117,81183,8.977e+05
20882,80743,8.9837e+05
20650,80305,8.9905e+05
20419,79868,8.9971e+05
20191,79432,9.0038e+05
19965,78998,9.0104e+05
19741,78565,9.0169e+05
19520,78134,9.0235e+05
19301,77703,9.03e+05
19084,77275,9.0364e+05
18869,76847,9.0428e+05
18657,76421,9.0492e+05
18446,75996,9.0556e+05
18238,75573,9.0619e+05
18032,75151,9.0682e+05
17828,74731,9.0744e+05
17626,74312,9.0806e+05
17426,73894,9.0868e+05
17229,73478,9.0929e+05
17033,73063,9.099e+05
16839,72650,9.1051e+05
16647,72238,9.1112e+05
16457,71827,9.1172e+05
16270,71418,9.1231e+05
16084,71011,9.1291e+05
15900,70604,9.135e+05
15718,70200,9.1408e+05
15538,69797,9.1467e+05
15359,69395,9.1525e+05
15183,68995,9.1582e+05
15008,68596,9.164e+05
14836,68199,9.1697e+05
14665,67803,9.1753e+05
14496,67409,9.181e+05
14328,67016,9.1866e+05
14163,66625,9.1921e+05
13999,66235,9.1977e+05
13837,65847,9.2032e+05
13676,65460,9.2086e+05
13518,65075,9.2141e+05
13361,64691,9.2195e+05
13205,64309,9.2249e+05
13052,63928,9.2302e+05
12900,63549,9.2355e+05
12749,63171,9.2408e+05
12601,62795,9.246e+05
12453,62421,9.2513e+05
12308,62048,9.2564e+05
12164,61676,9.2616e+05
12021,61306,9.2667e+05
11880,60938,9.2718e+05
11741,60571,9.2769e+05
11603,60206,9.2819e+05
11467,59842,9.2869e+05
11332,59480,9.2919e+05
11198,59119,9.2968e+05
11066,58760,9.3017e+05
10936,58402,9.3066e+05
10806,58046,9.3115e+05
10679,57692,9.3163e+05
10552,57339,9.3211e+05
10427,56988,9.3259e+05
10304,56638,9.3306e+05
10181,56289,9.3353e+05
10061,55943,9.34e+05
9940.9,55597,9.3446e+05
9822.7,55254,9.3492e+05
9705.7,54912,9.3538e+05
9590.1,54571,9.3584e+05
9475.7,54232,9.3629e+05
9362.6,53895,9.3674e+05
9250.7,53559,9.3719e+05
9140.1,53225,9.3764e+05
9030.8,52892,9.3808e+05
8922.6,52561,9.3852e+05
8815.6,52231,9.3895e+05
8709.9,51903,9.3939e+05
8605.3,51576,9.3982e+05
8501.9,51251,9.4025e+05
8399.6,50928,9.4067e+05
8298.5,50606,9.411e+05
8198.6,50285,9.4152e+05
8099.7,49967,9.4193e+05
8002,49649,9.4235e+05
7905.4,49333,9.4276e+05
7809.9,49019,9.4317e+05
7715.4,48706,9.4358e+05
7622,48395,9.4398e+05
7529.7,48085,9.4438e+05
7438.4,47777,9.4478e+05
7348.2,47471,9.4518e+05
7259,47166,9.4558e+05
7170.8,46862,9.4597e+05
7083.6,46560,9.4636e+05
6997.4,46259,9.4674e+05
6912.2,45960,9.4713e+05
6827.9,45663,9.4751e+05
6744.7,45367,9.4789e+05
6662.3,45072,9.4827e+05
6581,44779,9.4864e+05
6500.5,44488,9.4901e+05
6421,44198,9.4938e+05
6342.4,43909,9.4975e+05
6264.7,43622,9.5011e+05
6187.9,43337,9.5048e+05
6112,43053,9.5084e+05
6037,42770,9.5119e+05
5962.8,42489,9.5155e+05
5889.5,42209,9.519e+05
5817.1,41931,9.5225e+05
5745.5,41655,9.526e+05
5674.7,41379,9.5295e+05
5604.7,41106,9.5329e+05
5535.6,40833,9.5363e+05
5467.2,40563,9.5397e+05
5399.7,40293,9.5431e+05
5333,40025,9.5464e+05
5267,39759,9.5497e+05
5201.8,39494,9.553e+05
5137.4,39230,9.5563e+05
5073.7,38968,9.5596e+05
5010.8,38707,9.5628e+05
4948.6,38448,9.566e+05
4887.1,38190,9.5692e+05
4826.4,37934,9.5724e+05
4766.4,37679,9.5755e+05
4707.1,37425,9.5787e+05
4648.5,37173,9.5818e+05
4590.5,36922,9.5849e+05
4533.3,36673,9.5879e+05
4476.8,36425,9.591e+05
4420.9,36178,9.594e+05
4365.7,35933,9.597e+05
4311.1,35689,9.6e+05
4257.2,35446,9.603e+05
4203.9,35205,9.6059e+05
4151.3,34966,9.6088e+05
4099.3,34727,9.6117e+05
4047.9,34490,9.6146e+05
3997.1,34255,9.6175e+05
3946.9,34020,9.6203e+05
3897.3,33787,9.6232e+05
3848.4,33556,9.626e+05
3800,33325,9.6287e+05
3752.2,33096,9.6315e+05
3704.9,32869,9.6343e+05
3658.3,32643,9.637e+05
3612.2,32418,9.6397e+05
3566.6,32194,9.6424e+05
3521.6,31972,9.6451e+05
3477.2,31750,9.6477e+05
3433.2,31531,9.6504e+05
3389.8,31312,9.653e+05
3347,31095,9.6556e+05
3304.6,30879,9.6582e+05
3262.8,30665,9.6607e+05
3221.5,30451,9.6633e+05
3180.6,30239,9.6658e+05
3140.3,30029,9.6683e+05
3100.4,29819,9.6708e+05
3061.1,29611,9.6733e+05
3022.2,29404,9.6757e+05
2983.8,29198,9.6782e+05
2945.9,28993,9.6806e+05
2908.4,28790,9.683e+05
2871.4,28588,9.6854e+05
2834.8,28387,9.6878e+05
2798.7,28188,9.6901e+05
2763,27989,9.6925e+05
2727.8,27792,9.6948e+05
2692.9,27596,9.6971e+05
2658.6,27401,9.6994e+05
2624.6,27208,9.7017e+05
2591.1,27015,9.7039e+05
2557.9,26824,9.7062e+05
2525.2,26634,9.7084e+05
2492.9,26445,9.7106e+05
2461,26258,9.7128e+05
2429.4,26071,9.715e+05
2398.3,25886,9.7172e+05
2367.5,25702,9.7193e+05
2337.1,25519,9.7214e+05
2307.1,25337,9.7236e+05
2277.5,25156,9.7257e+05
2248.2,24976,9.7278e+05
2219.3,24798,9.7298e+05
2190.8,24620,9.7319e+05
2162.6,24444,9.7339e+05
2134.8,24269,9.736e+05
2107.3,24095,9.738e+05
2080.1,23922,9.74e+05
2053.3,23750,9.742e+05
2026.8,23580,9.7439e+05
2000.7,23410,9.7459e+05
1974.8,23241,9.7478e+05
1949.3,23074,9.7498e+05
1924.1,22908,9.7517e+05
1899.3,22742,9.7536e+05
1874.7,22578,9.7555e+05
1850.4,22415,9.7573e+05
1826.5,22253,9.7592e+05
1802.8,22091,9.7611e+05
1779.5,21931,9.7629e+05
1756.4,21772,9.7647e+05
1733.7,21614,9.7665e+05
1711.2,21457,9.7683e+05
1689,21301,9.7701e+05
1667,21146,9.7719e+05
1645.4,20993,9.7736e+05
1624,20840,9.7754e+05
1602.9,20688,9.7771e+05
1582,20537,9.7788e+05
1561.5,20387,9.7805e+05
1541.1,20238,9.7822e+05
1521.1,20090,9.7839e+05
1501.3,19943,9.7856e+05
1481.7,19797,9.7872e+05
1462.4,19652,9.7889e+05
1443.3,19508,9.7905e+05
1424.5,19365,9.7921e+05
1405.9,19222,9.7937e+05
1387.5,19081,9.7953e+05
1369.4,18941,9.7969e+05
1351.5,18802,9.7985e+05
1333.9,18663,9.8e+05
1316.4,18526,9.8016e+05
1299.2,18389,9.8031e+05
1282.2,18253,9.8046e+05
1265.4,18119,9.8062e+05
1248.8,17985,9.8077e+05
1232.5,17852,9.8092e+05
1216.3,17720,9.8106e+05
1200.4,17589,9.8121e+05
1184.6,17458,9.8136e+05
1169.1,17329,9.815e+05
1153.7,17200,9.8165e+05
1138.6,17073,9.8179e+05
1123.6,16946,9.8193e+05
1108.9,16820,9.8207e+05
1094.3,16695,9.8221e+05
1079.9,16571,9.8235e+05
1065.7,16447,9.8249e+05
1051.7,16325,9.8262e+05
1037.9,16203,9.8276e+05
1024.2,16082,9.8289e+05
1010.7,15962,9.8303e+05
997.38,15843,9.8316e+05
984.23,15725,9.8329e+05
971.26,15607,9.8342e+05
958.45,15490,9.8355e+05
945.8,15374,9.8368e+05
933.32,15259,9.8381e+05
921,15145,9.8393e+05
908.83,15031,9.8406e+05
896.83,14918,9.8418e+05
884.98,14806,9.8431e+05
873.28,14695,9.8443e+05
861.73,14585,9.8455e+05
850.33,14475,9.8467e+05
839.08,14366,9.8479e+05
827.97,14258,9.8491e+05
817.01,14151,9.8503e+05
806.19,14044,9.8515e+05
795.51,13938,9.8527e+05
784.97,13833,9.8538e+05
774.56,13728,9.855e+05
764.29,13625,9.8561e+05
754.15,13522,9.8572e+05
744.14,13419,9.8584e+05
734.27,13318,9.8595e+05
724.52,13217,9.8606e+05
714.9,13117,9.8617e+05
705.4,13018,9.8628e+05
696.02,12919,9.8639e+05
686.77,12821,9.8649e+05
677.64,12724,9.866e+05
668.63,12627,9.867e+05
659.73,12531,9.8681e+05
650.95,12436,9.8691e+05
642.29,12341,9.8702e+05
633.74,12247,9.8712e+05
625.29,12154,9.8722e+05
616.96,12062,9.8732e+05
608.74,11970,9.8742e+05
600.63,11878,9.8752e+05
592.62,11788,9.8762e+05
584.71,11698,9.8772e+05
576.91,11609,9.8781e+05
569.21,11520,9.8791e+05
561.62,11432,9.8801e+05
554.12,11344,9.881e+05
546.72,11258,9.882e+05
539.41,11172,9.8829e+05
532.2,11086,9.8838e+05
525.09,11001,9.8847e+05
518.07,10917,9.8857e+05
511.14,10833,9.8866e+05
504.3,10750,9.8875e+05
497.56,10668,9.8883e+05
490.9,10586,9.8892e+05
484.33,10504,9.8901e+05
477.84,10424,9.891e+05
471.44,10343,9.8919e+05
465.12,10264,9.8927e+05
458.89,10185,9.8936e+05
452.74,10107,9.8944e+05
446.67,10029,9.8952e+05
440.68,9951.5,9.8961e+05
434.77,9874.8,9.8969e+05
428.94,9798.6,9.8977e+05
423.18,9723,9.8985e+05
417.5,9648,9.8993e+05
411.89,9573.5,9.9001e+05
406.36,9499.6,9.9009e+05
400.9,9426.2,9.9017e+05
395.52,9353.3,9.9025e+05
390.2,9281,9.9033e+05
384.96,9209.2,9.9041e+05
379.78,9137.9,9.9048e+05
374.67,9067.2,9.9056e+05
369.63,8997,9.9063e+05
364.66,8927.3,9.9071e+05
359.75,8858.1,9.9078e+05
354.91,8789.4,9.9086e+05
350.13,8721.2,9.9093e+05
345.42,8653.5,9.91e+05
340.77,8586.3,9.9107e+05
336.17,8519.6,9.9114e+05
331.64,8453.4,9.9121e+05
327.17,8387.7,9.9129e+05
322.76,8322.5,9.9135e+05
318.41,8257.8,9.9142e+05
314.12,8193.5,9.9149e+05
309.88,8129.8,9.9156e+05
305.7,8066.5,9.9163e+05
301.57,8003.6,9.9169e+05
297.5,7941.3,9.9176e+05
293.49,7879.4,9.9183e+05
289.52,7817.9,9.9189e+05
285.61,7756.9,9.9196e+05
281.75,7696.4,9.9202e+05
277.95,7636.3,9.9209e+05
274.19,7576.7,9.9215e+05
270.49,7517.5,9.9221e+05
266.83,7458.8,9.9227e+05
263.22,7400.5,9.9234e+05
259.66,7342.6,9.924e+05
256.15,7285.2,9.9246e+05
252.68,7228.2,9.9252e+05
249.26,7171.6,9.9258e+05
245.89,7115.4,9.9264e+05
242.56,7059.7,9.927e+05
239.27,7004.4,9.9276e+05
236.03,6949.5,9.9281e+05
232.84,6895,9.9287e+05
229.68,6840.9,9.9293e+05
226.57,6787.2,9.9299e+05
223.5,6734,9.9304e+05
220.47,6681.1,9.931e+05
217.48,6628.6,9.9315e+05
214.53,6576.6,9.9321e+05
211.62,6524.9,9.9326e+05
208.75,6473.6,9.9332e+05
205.92,6422.7,9.9337e+05
203.12,6372.2,9.9342e+05
200.37,6322,9.9348e+05
197.65,6272.3,9.9353e+05
194.96,6222.9,9.9358e+05
192.31,6173.9,9.9363e+05
189.7,6125.3,9.9369e+05
187.12,6077,9.9374e+05
184.58,6029.1,9.9379e+05
182.07,5981.6,9.9384e+05
179.6,5934.4,9.9389e+05
177.16,5887.6,9.9394e+05
174.75,5841.1,9.9398e+05
172.37,5795,9.9403e+05
170.03,5749.2,9.9408e+05
167.72,5703.8,9.9413e+05
165.43,5658.8,9.9418e+05
163.18,5614.1,9.9422e+05
160.96,5569.7,9.9427e+05
158.77,5525.6,9.9432e+05
156.61,5481.9,9.9436e+05
154.48,5438.6,9.9441e+05
152.37,5395.5,9.9445e+05
150.3,5352.8,9.945e+05
148.25,5310.4,9.9454e+05
146.23,5268.4,9.9459e+05
144.24,5226.6,9.9463e+05
142.27,5185.2,9.9467e+05
140.33,5144.1,9.9472e+05
138.42,5103.3,9.9476e+05
136.53,5062.9,9.948e+05
134.67,5022.7,9.9484e+05
132.83,4982.9,9.9488e+05
131.02,4943.3,9.9493e+05
129.23,4904.1,9.9497e+05
127.47,4865.1,9.9501e+05
125.73,4826.5,9.9505e+05
124.01,4788.1,9.9509e+05
122.32,4750.1,9.9513e+05
120.65,4712.3,9.9517e+05
119,4674.9,9.9521e+05
117.38,4637.7,9.9524e+05
115.77,4600.8,9.9528e+05
114.19,4564.2,9.9532e+05
112.63,4527.9,9.9536e+05
111.09,4491.8,9.954e+05
109.57,4456.1,9.9543e+05
108.08,4420.6,9.9547e+05
106.6,4385.4,9.9551e+05
105.14,4350.4,9.9554e+05
103.7,4315.8,9.9558e+05
102.29,4281.3,9.9562e+05
100.89,4247.2,9.9565e+05
99.507,4213.3,9.9569e+05
98.146,4179.7,9.9572e+05
96.803,4146.4,9.9576e+05
95.478,4113.3,9.9579e+05
94.171,4080.5,9.9583e+05
92.882,4047.9,9.9586e+05
91.61,4015.6,9.9589e+05
90.356,3983.5,9.9593e+05
89.119,3951.7,9.9596e+05
87.898,3920.1,9.9599e+05
86.694,3888.7,9.9602e+05
85.506,3857.7,9.9606e+05
84.335,3826.8,9.9609e+05
83.179,3796.2,9.9612e+05
82.039,3765.8,9.9615e+05
80.915,3735.7,9.9618e+05
79.806,3705.8,9.9621e+05
78.712,3676.1,9.9625e+05
77.632,3646.7,9.9628e+05
76.568,3617.5,9.9631e+05
75.518,3588.5,9.9634e+05
74.482,3559.8,9.9637e+05
73.46,3531.3,9.964e+05
72.453,3503,9.9642e+05
71.458,3474.9,9.9645e+05
70.478,3447,9.9648e+05
69.511,3419.4,9.9651e+05
68.557,3391.9,9.9654e+05
67.616,3364.7,9.9657e+05
66.687,3337.7,9.966e+05
65.772,3310.9,9.9662e+05
64.868,3284.4,9.9665e+05
63.978,3258,9.9668e+05
63.099,3231.8,9.9671e+05
62.232,3205.9,9.9673e+05
61.377,3180.1,9.9676e+05
60.534,3154.6,9.9678e+05
59.702,3129.2,9.9681e+05
58.882,3104.1,9.9684e+05
58.073,3079.1,9.9686e+05
57.274,3054.4,9.9689e+05
56.487,3029.8,9.9691e+05
55.71,3005.4,9.9694e+05
54.944,2981.3,9.9696e+05
54.189,2957.3,9.9699e+05
53.444,2933.5,9.9701e+05
52.709,2909.9,9.9704e+05
51.984,2886.4,9.9706e+05
51.269,2863.2,9.9709e+05
50.563,2840.1,9.9711e+05
49.868,2817.3,9.9713e+05
49.181,2794.6,9.9716e+05
48.505,2772,9.9718e+05
47.837,2749.7,9.972e+05
47.178,2727.5,9.9723e+05
46.529,2705.5,9.9725e+05
45.888,2683.7,9.9727e+05
45.257,2662.1,9.9729e+05
44.633,2640.6,9.9731e+05
44.019,2619.3,9.9734e+05
43.413,2598.2,9.9736e+05
42.815,2577.2,9.9738e+05
42.225,2556.4,9.974e+05
41.643,2535.8,9.9742e+05
41.069,2515.3,9.9744e+05
40.503,2495,9.9746e+05
39.945,2474.8,9.9749e+05
39.395,2454.9,9.9751e+05
38.852,2435,9.9753e+05
38.316,2415.4,9.9755e+05
37.788,2395.8,9.9757e+05
37.267,2376.5,9.9759e+05
36.753,2357.3,9.9761e+05
36.247,2338.2,9.9763e+05
35.747,2319.3,9.9764e+05
35.254,2300.5,9.9766e+05
34.768,2281.9,9.9768e+05
34.288,2263.5,9.977e+05
33.815,2245.2,9.9772e+05
33.348,2227,9.9774e+05
32.888,2209,9.9776e+05
32.435,2191.1,9.9778e+05
31.987,2173.4,9.9779e+05
31.546,2155.8,9.9781e+05
31.11,2138.3,9.9783e+05
30.681,2121,9.9785e+05
30.257,2103.8,9.9787e+05
29.84,2086.8,9.9788e+05
29.428,2069.9,9.979e+05
29.021,2053.1,9.9792e+05
28.621,2036.4,9.9793e+05
28.225,2019.9,9.9795e+05
27.835,2003.6,9.9797e+05
27.451,1987.3,9.9799e+05
27.072,1971.2,9.98e+05
26.698,1955.2,9.9802e+05
26.329,1939.4,9.9803e+05
25.965,1923.6,9.9805e+05
25.607,1908,9.9807e+05
25.253,1892.5,9.9808e+05
24.904,1877.2,9.981e+05
24.56,1861.9,9.9811e+05
24.22,1846.8,9.9813e+05
23.885,1831.8,9.9814e+05
23.555,1817,9.9816e+05
23.23,1802.2,9.9817e+05
22.908,1787.6,9.9819e+05
22.592,1773.1,9.982e+05
22.279,1758.7,9.9822e+05
21.971,1744.4,9.9823e+05
21.667,1730.2,9.9825e+05
21.368,1716.1,9.9826e+05
21.072,1702.2,9.9828e+05
20.781,1688.3,9.9829e+05
20.493,1674.6,9.983e+05
20.21,1661,9.9832e+05
19.93,1647.5,9.9833e+05
19.654,1634.1,9.9835e+05
19.382,1620.8,9.9836e+05
19.114,1607.6,9.9837e+05
18.85,1594.6,9.9839e+05
18.589,1581.6,9.984e+05
18.332,1568.7,9.9841e+05
18.078,1555.9,9.9843e+05
17.828,1543.3,9.9844e+05
17.581,1530.7,9.9845e+05
17.337,1518.3,9.9846e+05
17.097,1505.9,9.9848e+05
16.861,1493.6,9.9849e+05
16.627,1481.5,9.985e+05
16.397,1469.4,9.9851e+05
16.17,1457.4,9.9853e+05
15.946,1445.6,9.9854e+05
15.725,1433.8,9.9855e+05
15.507,1422.1,9.9856e+05
15.292,1410.5,9.9857e+05
15.081,1399,9.9859e+05
14.872,1387.6,9.986e+05
14.666,1376.3,9.9861e+05
14.462,1365.1,9.9862e+05
14.262,1354,9.9863e+05
14.064,1342.9,9.9864e+05
13.869,1332,9.9865e+05
13.677,1321.1,9.9867e+05
13.488,1310.3,9.9868e+05
13.301,1299.7,9.9869e+05
13.116,1289.1,9.987e+05
12.935,1278.5,9.9871e+05
12.755,1268.1,9.9872e+05
12.578,1257.8,9.9873e+05
12.404,1247.5,9.9874e+05
12.232,1237.3,9.9875e+05
12.062,1227.2,9.9876e+05
11.895,1217.2,9.9877e+05
11.73,1207.3,9.9878e+05
11.568,1197.4,9.9879e+05
11.407,1187.6,9.988e+05
11.249,1177.9,9.9881e+05
11.093,1168.3,9.9882e+05
10.939,1158.8,9.9883e+05
10.787,1149.3,9.9884e+05
10.638,1139.9,9.9885e+05
10.49,1130.6,9.9886e+05
10.344,1121.4,9.9887e+05
10.201,1112.2,9.9888e+05
10.059,1103.1,9.9889e+05
9.9198,1094.1,9.989e+05
9.7821,1085.2,9.9891e+05
9.6464,1076.3,9.9891e+05
9.5125,1067.5,9.9892e+05
9.3805,1058.8,9.9893e+05
9.2503,1050.1,9.9894e+05
9.1219,1041.5,9.9895e+05
8.9953,1033,9.9896e+05
8.8704,1024.5,9.9897e+05
8.7473,1016.2,9.9898e+05
8.6258,1007.9,9.9898e+05
8.506,999.61,9.9899e+05
8.3879,991.43,9.99e+05
8.2715,983.32,9.9901e+05
8.1566,975.27,9.9902e+05
8.0433,967.29,9.9902e+05
7.9316,959.38,9.9903e+05
7.8215,951.53,9.9904e+05
7.7129,943.74,9.9905e+05
7.6057,936.01,9.9906e+05
7.5001,928.35,9.9906e+05
7.3959,920.75,9.9907e+05
7.2932,913.21,9.9908e+05
7.1919,905.73,9.9909e+05
7.092,898.32,9.9909e+05
6.9934,890.96,9.991e+05
6.8963,883.66,9.9911e+05
6.8004,876.43,9.9912e+05
6.7059,869.25,9.9912e+05
6.6128,862.13,9.9913e+05
6.5209,855.06,9.9914e+05
6.4303,848.06,9.9915e+05
6.3409,841.11,9.9915e+05
6.2528,834.22,9.9916e+05
6.1659,827.38,9.9917e+05
6.0802,820.6,9.9917e+05
5.9957,813.87,9.9918e+05
5.9123,807.2,9.9919e+05
5.8301,800.58,9.9919e+05
5.7491,794.02,9.992e+05
5.6692,787.51,9.9921e+05
5.5903,781.05,9.9921e+05
5.5126,774.65,9.9922e+05
5.436,768.3,9.9923e+05
5.3604,762,9.9923e+05
5.2859,755.75,9.9924e+05
5.2123,749.55,9.9925e+05
5.1399,743.4,9.9925e+05
5.0684,737.3,9.9926e+05
4.9979,731.25,9.9926e+05
4.9284,725.26,9.9927e+05
4.8599,719.31,9.9928e+05
4.7923,713.4,9.9928e+05
4.7256,707.55,9.9929e+05
